id,phase,size,diac_component,meta,x,y
2_26-08h,26-08h,6,130,PC,-15.495646,8.766781
4_26-08h,26-08h,15,-1,MP*1,7.036426,6.056888
5_26-08h,26-08h,6,136,MP*2,2.1867714,5.428145
6_26-08h,26-08h,5,132,mixed,6.5170417,6.217195
7_26-08h,26-08h,16,139,PSI*,-7.282526,-10.633489
8_26-08h,26-08h,2,134,MP*1,5.2406754,8.315772
11_26-08h,26-08h,15,-1,PC*,-7.8789763,-7.721424
1000_26-08h,26-08h,71,7,mixed,23.787584,1.9216325
0_26-09h,26-09h,2,136,MP*2,1.5968169,5.9652
1_26-09h,26-09h,3,141,PSI*,-8.44394,-10.598284
2_26-09h,26-09h,3,132,MP*1,6.6467113,6.5500917
3_26-09h,26-09h,7,140,MP*1,8.4457445,6.9804554
5_26-09h,26-09h,3,134,MP*1,5.274794,8.1964655
6_26-09h,26-09h,2,142,PSI*,-8.725339,-10.687003
7_26-09h,26-09h,3,143,PSI*,-10.304796,-9.495262
14_26-09h,26-09h,5,144,PC,-15.551578,6.994982
9_26-09h,26-09h,3,130,PC,-15.839845,8.870911
10_26-09h,26-09h,2,145,PC*,-9.490319,-6.778652
11_26-09h,26-09h,6,146,PC,-14.238734,6.6026106
15_26-09h,26-09h,2,-1,MP*1,6.0377774,5.892542
16_26-09h,26-09h,2,-1,MP*1,7.8810434,5.841566
17_26-09h,26-09h,2,130,PC,-16.03756,6.903237
18_26-09h,26-09h,2,-1,PC,-14.2265625,6.9328427
19_26-09h,26-09h,2,147,PC*,-8.7203455,-6.084122
1000_26-09h,26-09h,131,7,mixed,23.406588,5.992416
0_26-10h,26-10h,2,143,PSI*,-10.334361,-9.577385
1_26-10h,26-10h,2,136,MP*2,1.5855007,5.9559274
2_26-10h,26-10h,9,141,PSI*,-9.00403,-10.664676
3_26-10h,26-10h,6,132,MP*1,6.834916,6.6395617
10_26-10h,26-10h,11,-1,MP*1,5.832954,7.3004994
19_26-10h,26-10h,12,140,MP*1,8.46193,6.926141
18_26-10h,26-10h,7,130,PC,-15.588115,8.368074
11_26-10h,26-10h,3,142,PSI*,-8.958231,-10.746522
12_26-10h,26-10h,12,146,PC,-14.703933,6.3819876
23_26-10h,26-10h,8,-1,PC,-15.591762,6.738165
17_26-10h,26-10h,2,144,PC,-15.367001,7.057004
22_26-10h,26-10h,2,145,PC*,-9.439135,-6.54906
25_26-10h,26-10h,3,-1,PC*,-10.277303,-5.666876
26_26-10h,26-10h,2,-1,PC*,-9.130467,-6.8116903
27_26-10h,26-10h,2,147,PC*,-8.840283,-6.2978926
28_26-10h,26-10h,4,-1,PC*,-8.7064,-6.323263
29_26-10h,26-10h,6,148,MP*2,3.6577563,5.337889
30_26-10h,26-10h,3,-1,MP*2,4.3630357,5.2145634
31_26-10h,26-10h,2,149,MP*2,3.8959844,5.186767
32_26-10h,26-10h,2,-1,MP*2,2.2150896,4.7949157
34_26-10h,26-10h,2,150,PSI*,-9.546702,-9.518766
36_26-10h,26-10h,2,-1,PSI*,-9.203772,-9.525272
1000_26-10h,26-10h,76,7,mixed,23.767933,2.1963866
0_26-11h,26-11h,10,151,PC,-15.168124,6.4713984
16_26-11h,26-11h,11,-1,mixed,-15.79677,7.1017346
3_26-11h,26-11h,7,148,MP*2,3.543416,5.703137
9_26-11h,26-11h,9,149,MP*2,3.5639145,5.028647
13_26-11h,26-11h,14,152,PSI*,-8.941534,-10.521618
6_26-11h,26-11h,13,140,MP*1,8.277634,6.9187427
7_26-11h,26-11h,6,153,MP*1,7.791655,6.1805778
8_26-11h,26-11h,2,150,PSI*,-9.835422,-9.3417225
10_26-11h,26-11h,2,-1,PC,-13.330612,5.926669
12_26-11h,26-11h,2,154,MP*2,2.7992709,4.7205114
17_26-11h,26-11h,2,155,PC*,-8.662326,-5.066569
19_26-11h,26-11h,4,146,PC,-14.224529,6.459168
20_26-11h,26-11h,2,130,PC,-15.776916,8.791631
1000_26-11h,26-11h,96,7,mixed,23.679922,3.385953
0_26-12h,26-12h,6,152,PSI*,-10.252011,-9.840561
1_26-12h,26-12h,6,149,MP*2,3.5803149,5.204764
2_26-12h,26-12h,17,140,mixed,7.999172,6.7796917
9_26-12h,26-12h,12,153,MP*1,8.113347,6.5166855
4_26-12h,26-12h,3,-1,PC*,-10.270527,-5.660513
5_26-12h,26-12h,13,156,PC*,-8.5598955,-7.46316
6_26-12h,26-12h,2,157,MP*2,2.303579,4.7274632
7_26-12h,26-12h,9,152,PSI*,-9.57751,-10.541117
10_26-12h,26-12h,13,151,PC,-15.716928,6.6748643
11_26-12h,26-12h,2,155,PC*,-8.9148245,-5.451879
12_26-12h,26-12h,3,154,MP*2,2.8346498,4.613457
13_26-12h,26-12h,13,158,PC,-15.401517,7.7932177
14_26-12h,26-12h,2,-1,PC*,-9.03096,-5.810674
15_26-12h,26-12h,4,159,MP*2,1.7416241,5.9584765
16_26-12h,26-12h,2,-1,PSI*,-8.988425,-10.722017
1000_26-12h,26-12h,73,7,mixed,23.785522,1.952271
0_26-13h,26-13h,2,-1,PC,-13.499433,5.914393
2_26-13h,26-13h,6,151,PC,-15.699045,6.829632
3_26-13h,26-13h,4,151,PC,-16.047876,6.924674
12_26-13h,26-13h,7,160,PC,-14.755113,6.1532965
5_26-13h,26-13h,2,158,MP*1,8.454612,7.395517
7_26-13h,26-13h,5,156,PC*,-11.123478,-6.0184608
9_26-13h,26-13h,4,158,PC,-15.828524,8.756796
10_26-13h,26-13h,2,-1,MP*1,8.204091,6.028684
11_26-13h,26-13h,2,-1,PC*,-9.377003,-6.2815833
14_26-13h,26-13h,2,161,MP*1,5.2807856,8.205937
15_26-13h,26-13h,2,162,MP*1,4.980339,5.6408362
17_26-13h,26-13h,3,-1,MP*1,6.7768297,6.9972477
18_26-13h,26-13h,2,-1,MP*1,5.203849,6.6594644
19_26-13h,26-13h,2,-1,PC,-14.181226,6.133177
20_26-13h,26-13h,2,-1,PC*,-9.9495735,-5.9594054
21_26-13h,26-13h,2,159,MP*2,1.5985703,5.9755287
22_26-13h,26-13h,2,157,MP*2,2.2509677,4.681773
1000_26-13h,26-13h,129,7,mixed,23.40697,5.9714293
2_26-14h,26-14h,11,160,PC,-14.621066,6.105025
1_26-14h,26-14h,4,156,PC*,-11.261736,-5.92134
10_26-14h,26-14h,6,158,PC,-15.652096,7.162409
4_26-14h,26-14h,5,158,MP*2,-15.275026,7.9361167
5_26-14h,26-14h,4,161,MP*1,5.256241,8.135054
6_26-14h,26-14h,4,158,MP*1,8.641686,7.387603
7_26-14h,26-14h,5,163,PC*,-8.698746,-7.131723
11_26-14h,26-14h,12,151,PC,-15.7043,6.6801662
14_26-14h,26-14h,4,-1,PC*,-8.894985,-5.3419
16_26-14h,26-14h,5,-1,PSI*,-10.166968,-10.304126
22_26-14h,26-14h,10,-1,MP*1,7.4961762,6.386363
27_26-14h,26-14h,9,162,MP*2,4.303812,5.424803
21_26-14h,26-14h,2,159,MP*2,1.622254,5.956314
23_26-14h,26-14h,3,-1,PSI*,-9.236164,-10.501276
26_26-14h,26-14h,2,-1,MP*2,-11.991798,6.3148794
28_26-14h,26-14h,2,-1,PSI*,-9.769837,-10.01146
30_26-14h,26-14h,2,164,PSI*,-10.352321,-9.487978
1000_26-14h,26-14h,90,7,mixed,23.70766,3.0286634
0_26-15h,26-15h,2,164,PSI*,-10.414697,-9.645589
1_26-15h,26-15h,4,156,PC*,-11.266524,-5.9614906
7_26-15h,26-15h,4,158,mixed,-15.221779,8.112481
3_26-15h,26-15h,2,-1,PC,-13.298471,5.860533
4_26-15h,26-15h,4,163,PC*,-8.568866,-6.9593387
5_26-15h,26-15h,2,-1,PC,-14.249424,6.2792153
6_26-15h,26-15h,3,165,MP*1,7.2091327,7.104576
8_26-15h,26-15h,2,-1,MP*1,5.7927837,6.2598343
9_26-15h,26-15h,2,-1,PC,-14.947742,6.979749
10_26-15h,26-15h,2,166,PC*,-10.618852,-5.828359
11_26-15h,26-15h,2,-1,MP*2,3.6329448,5.000254
12_26-15h,26-15h,2,167,PSI*,-9.965277,-10.729465
13_26-15h,26-15h,2,162,MP*1,4.80997,5.40882
1000_26-15h,26-15h,147,7,mixed,23.273775,6.827242
9_26-16h,26-16h,6,163,PC*,-8.807619,-7.168585
1_26-16h,26-16h,2,166,PC*,-10.544651,-5.8344502
2_26-16h,26-16h,2,156,PC*,-11.139599,-5.9468255
3_26-16h,26-16h,3,164,PSI*,-10.376957,-9.390314
16_26-16h,26-16h,7,-1,PSI*,-9.670302,-10.422532
10_26-16h,26-16h,8,-1,PSI*,-10.040718,-10.381241
6_26-16h,26-16h,3,156,PC*,-11.226669,-6.017548
7_26-16h,26-16h,2,-1,PSI*,-8.874005,-10.655678
11_26-16h,26-16h,3,167,PSI*,-9.952681,-10.850337
13_26-16h,26-16h,2,158,PC,-15.655928,8.470424
14_26-16h,26-16h,2,-1,PC*,-9.949511,-5.6466165
15_26-16h,26-16h,2,-1,PC*,-8.775692,-5.1744156
17_26-16h,26-16h,2,-1,PC*,-9.52295,-5.768035
18_26-16h,26-16h,2,165,MP*1,7.0579357,7.0168476
1000_26-16h,26-16h,134,7,mixed,23.438496,5.669342
1000_26-17h,26-17h,180,7,mixed,15.915425,-12.254905
1000_26-18h,26-18h,180,7,mixed,15.717197,-11.652137
1000_26-19h,26-19h,180,7,mixed,15.234933,-11.903325
1000_26-20h,26-20h,180,7,mixed,15.766204,-11.921503
1000_26-21h,26-21h,180,7,mixed,15.718745,-11.808395
1000_26-22h,26-22h,180,7,mixed,16.02779,-11.881062
1000_26-23h,26-23h,180,7,mixed,15.221162,-11.983848
1000_27-00h,27-00h,180,7,mixed,15.319515,-11.557556
1000_27-01h,27-01h,180,7,mixed,16.14691,-11.979747
1000_27-02h,27-02h,180,7,mixed,15.899286,-11.888668
1000_27-03h,27-03h,180,7,mixed,15.218234,-11.8187475
1000_27-04h,27-04h,180,7,mixed,15.765866,-11.921162
0_27-05h,27-05h,2,168,mixed,5.2537513,7.694747
1000_27-05h,27-05h,178,7,mixed,15.897867,-11.867933
0_27-06h,27-06h,5,168,mixed,-9.476459,-6.5424304
1_27-06h,27-06h,11,169,PC,-15.638481,6.641413
2_27-06h,27-06h,3,-1,PSI*,-9.009068,-10.69825
3_27-06h,27-06h,2,-1,mixed,-8.844721,-5.287291
4_27-06h,27-06h,3,170,PSI*,-9.828401,-10.310616
5_27-06h,27-06h,2,-1,mixed,5.269374,5.7166014
6_27-06h,27-06h,2,-1,PC,-13.44202,5.698863
7_27-06h,27-06h,2,-1,mixed,-9.325956,-7.6391163
8_27-06h,27-06h,4,171,MP*1,8.523987,7.4095297
9_27-06h,27-06h,2,-1,mixed,-10.157493,-5.5714235
10_27-06h,27-06h,3,172,MP*1,6.829015,6.8807344
15_27-06h,27-06h,9,-1,PC,-15.042641,5.952449
12_27-06h,27-06h,2,-1,PSI*,-9.965703,-10.694678
13_27-06h,27-06h,2,-1,PC*,-11.077032,-5.954309
14_27-06h,27-06h,2,-1,mixed,-10.386014,-10.233873
16_27-06h,27-06h,2,-1,MP*2,3.8050532,5.023017
17_27-06h,27-06h,3,173,MP*1,5.2082987,6.909426
1000_27-06h,27-06h,121,7,mixed,23.515274,5.0346675
0_27-07h,27-07h,3,171,MP*1,8.464768,7.367452
1_27-07h,27-07h,3,169,PC,-14.977039,6.744978
2_27-07h,27-07h,2,172,MP*1,6.747337,6.8993964
3_27-07h,27-07h,2,174,PC,-15.30667,6.7605076
4_27-07h,27-07h,2,170,PSI*,-9.836727,-10.337291
6_27-07h,27-07h,4,175,PSI*,-10.305832,-10.069985
7_27-07h,27-07h,3,-1,MP*1,7.8250732,6.106094
8_27-07h,27-07h,2,168,PC*,-9.580136,-6.600506
9_27-07h,27-07h,2,175,PSI*,-9.898793,-9.747321
10_27-07h,27-07h,2,173,MP*1,5.176538,6.844439
11_27-07h,27-07h,2,-1,MP*1,5.2633605,8.231377
1000_27-07h,27-07h,153,7,mixed,23.18686,7.376129
0_27-08h,27-08h,15,176,MP*1,8.115658,7.1210375
1_27-08h,27-08h,4,177,MP*1,7.3004265,6.5895243
2_27-08h,27-08h,6,175,PSI*,-10.145461,-9.878104
3_27-08h,27-08h,12,178,mixed,8.023669,6.5630074
6_27-08h,27-08h,7,175,PSI*,-9.7053,-10.641728
7_27-08h,27-08h,7,174,PC,-15.4488325,6.620319
8_27-08h,27-08h,15,179,PC,-15.146836,5.900487
9_27-08h,27-08h,4,-1,PC,-15.085077,7.5849514
10_27-08h,27-08h,2,-1,PC*,-8.880658,-5.5993137
11_27-08h,27-08h,2,-1,PC,-13.720381,6.075075
12_27-08h,27-08h,2,180,PC,-16.00071,7.0358686
1000_27-08h,27-08h,104,7,mixed,23.640425,3.8512383
0_27-09h,27-09h,4,177,MP*1,7.648476,6.4235287
1_27-09h,27-09h,10,179,PC,-15.036478,5.8135743
2_27-09h,27-09h,4,181,MP*1,5.334375,7.923144
3_27-09h,27-09h,2,-1,PC,-15.603016,8.286152
4_27-09h,27-09h,5,-1,PSI*,-9.913168,-10.437301
5_27-09h,27-09h,2,182,MP*2,1.6273425,5.951899
6_27-09h,27-09h,2,174,PC,-14.201779,6.539654
7_27-09h,27-09h,5,176,MP*1,8.511877,7.455576
8_27-09h,27-09h,4,178,PC*,-9.466593,-6.227044
13_27-09h,27-09h,11,175,PSI*,-9.96215,-10.501103
10_27-09h,27-09h,2,-1,PC,-13.736267,6.3008847
11_27-09h,27-09h,2,-1,MP*1,5.2047653,5.864526
12_27-09h,27-09h,2,180,PC,-15.976009,7.0505724
14_27-09h,27-09h,2,183,PSI*,-10.092942,-10.736819
15_27-09h,27-09h,2,-1,PSI*,-10.197939,-9.35786
1000_27-09h,27-09h,121,7,mixed,23.50695,5.1207833
20_27-10h,27-10h,15,184,PC,-15.341516,5.950614
1_27-10h,27-10h,3,175,PSI*,-10.264921,-10.280801
22_27-10h,27-10h,6,177,MP*1,6.9190354,6.557324
3_27-10h,27-10h,2,182,MP*2,1.5323215,5.99573
4_27-10h,27-10h,2,183,PSI*,-10.022895,-10.776989
5_27-10h,27-10h,10,-1,PC,-15.44825,6.2019734
6_27-10h,27-10h,2,-1,PC,-15.072129,6.833073
14_27-10h,27-10h,14,181,MP*1,8.056568,6.99144
10_27-10h,27-10h,3,178,PC*,-9.654416,-6.013285
12_27-10h,27-10h,4,180,PC,-15.97291,6.8323407
15_27-10h,27-10h,4,-1,MP*1,6.818728,7.064991
18_27-10h,27-10h,5,-1,PC,-13.538809,5.9599857
17_27-10h,27-10h,2,185,MP*2,3.7281601,4.917045
19_27-10h,27-10h,2,-1,mixed,4.406624,5.686963
21_27-10h,27-10h,3,186,MP*2,3.824752,5.3778543
1000_27-10h,27-10h,103,7,mixed,23.641514,3.8134198
10_27-11h,27-11h,15,-1,PSI*,-9.756958,-10.638732
1_27-11h,27-11h,9,184,PC,-16.021503,6.8508425
2_27-11h,27-11h,10,186,MP*2,3.6492052,5.405363
3_27-11h,27-11h,10,187,PC,-15.206715,5.8527884
4_27-11h,27-11h,13,188,MP*1,7.713404,6.614568
5_27-11h,27-11h,6,-1,mixed,5.411893,7.165413
6_27-11h,27-11h,3,-1,PC,-14.801098,6.7773542
7_27-11h,27-11h,2,-1,PC,-13.5665655,5.998784
8_27-11h,27-11h,5,185,MP*2,3.765322,4.901106
9_27-11h,27-11h,3,182,MP*2,1.7575126,5.905507
11_27-11h,27-11h,2,189,PC*,-10.095463,-5.5552983
12_27-11h,27-11h,4,188,MP*1,8.4199705,7.4271827
13_27-11h,27-11h,2,190,PSI*,-3.7396536,-2.834813
14_27-11h,27-11h,2,-1,PC*,-9.065669,-6.388491
15_27-11h,27-11h,2,190,PSI*,-10.313874,-9.575783
1000_27-11h,27-11h,92,7,mixed,23.698063,3.1846764
11_27-12h,27-12h,17,188,MP*1,8.054526,6.8490076
2_27-12h,27-12h,14,187,PC,-15.394332,5.7917123
3_27-12h,27-12h,3,191,PC,-14.765981,6.676241
4_27-12h,27-12h,3,190,PSI*,-10.207483,-9.417556
5_27-12h,27-12h,3,184,PC*,-9.228759,-6.4427333
0_27-12h,27-12h,3,192,MP*1,5.1685057,5.664093
7_27-12h,27-12h,6,186,MP*2,3.7075024,5.4767604
19_27-12h,27-12h,6,193,PSI*,-9.918693,-10.476139
13_27-12h,27-12h,3,-1,PC*,-11.132119,-5.918247
16_27-12h,27-12h,3,194,PSI*,-10.355356,-10.50391
21_27-12h,27-12h,10,195,PC,-15.712966,6.6634846
22_27-12h,27-12h,3,196,PSI*,-9.196166,-10.480956
23_27-12h,27-12h,2,189,PC*,-10.141101,-5.616433
24_27-12h,27-12h,2,-1,MP*2,3.5762708,5.0152354
25_27-12h,27-12h,3,-1,MP*2,3.9389176,5.2049284
26_27-12h,27-12h,2,197,MP*2,2.7836535,4.708901
1000_27-12h,27-12h,97,7,mixed,23.672499,3.4718263
0_27-13h,27-13h,6,191,PC,-15.314195,6.86295
5_27-13h,27-13h,6,187,PC,-14.929963,5.8166428
2_27-13h,27-13h,2,193,PSI*,-9.799233,-10.123717
3_27-13h,27-13h,2,-1,PC,-14.309667,6.373137
4_27-13h,27-13h,2,194,PSI*,-10.4990635,-10.19687
6_27-13h,27-13h,2,-1,PC,-14.362991,6.472626
7_27-13h,27-13h,5,195,PC,-15.779742,6.768594
8_27-13h,27-13h,2,-1,PC,-13.460526,5.8507175
10_27-13h,27-13h,2,193,PSI*,-10.096574,-10.763228
12_27-13h,27-13h,2,197,MP*2,3.3513765,5.037319
13_27-13h,27-13h,2,198,MP*2,-12.094264,6.372722
14_27-13h,27-13h,2,-1,MP*2,3.0422223,5.573448
15_27-13h,27-13h,5,192,MP*1,8.324648,7.347422
16_27-13h,27-13h,2,192,MP*1,6.58442,7.046159
19_27-13h,27-13h,2,199,MP*1,5.2284594,7.109348
20_27-13h,27-13h,2,196,PSI*,-9.476266,-10.150365
21_27-13h,27-13h,2,-1,MP*1,5.1630526,6.7473807
22_27-13h,27-13h,2,-1,PC,-14.506694,6.692815
1000_27-13h,27-13h,130,7,mixed,23.408644,5.956245
4_27-14h,27-14h,18,-1,PC,-15.458303,6.155656
1_27-14h,27-14h,16,191,PC,-15.363825,5.877048
2_27-14h,27-14h,19,-1,MP*2,-5.6181498,-7.370085
3_27-14h,27-14h,14,-1,PSI*,-9.683052,-10.743882
5_27-14h,27-14h,9,192,MP*1,8.09697,7.1850467
6_27-14h,27-14h,2,198,MP*2,-12.035562,6.4160933
7_27-14h,27-14h,5,200,PC*,-9.416363,-5.666575
8_27-14h,27-14h,2,-1,PSI*,-3.6973484,-2.7065015
9_27-14h,27-14h,2,-1,MP*2,-3.6763463,-2.6935356
10_27-14h,27-14h,2,194,PSI*,-10.347991,-10.404075
11_27-14h,27-14h,3,-1,PC*,-9.316095,-6.0875216
12_27-14h,27-14h,4,-1,MP*1,6.55941,6.506284
13_27-14h,27-14h,3,-1,PC*,-10.198487,-5.717627
14_27-14h,27-14h,2,199,MP*1,5.1661844,6.27448
15_27-14h,27-14h,2,201,MP*1,5.4733176,6.165845
1000_27-14h,27-14h,77,7,mixed,23.771412,2.1638873
2_27-15h,27-15h,4,202,mixed,5.145226,5.8785276
1_27-15h,27-15h,3,200,PC*,-9.288679,-5.5178223
3_27-15h,27-15h,4,201,MP*1,5.1702433,5.849441
4_27-15h,27-15h,2,-1,PC,-14.649973,6.765269
1000_27-15h,27-15h,167,7,mixed,23.063538,8.177074
0_27-16h,27-16h,2,200,PC*,-8.999568,-5.6034775
1_27-16h,27-16h,3,202,PC*,-9.033515,-6.5886474
2_27-16h,27-16h,2,-1,MP*2,3.8169413,5.4129252
5_27-16h,27-16h,6,-1,MP*2,3.0892768,5.524978
6_27-16h,27-16h,2,-1,PSI*,-9.387715,-8.469771
7_27-16h,27-16h,3,-1,MP*1,5.0336,5.8370414
8_27-16h,27-16h,2,-1,PSI*,-9.5788965,-8.608358
9_27-16h,27-16h,2,-1,MP*1,5.3651347,6.1692877
10_27-16h,27-16h,4,-1,PSI*,-10.354185,-10.253195
12_27-16h,27-16h,2,-1,MP*2,4.196882,5.4323916
1000_27-16h,27-16h,152,7,mixed,23.201654,7.2915506
